-14,1,0.5425
-13,1,0.541666666667
-12,1,0.539583333333
-11,1,0.544166666667
-10,1,0.54125
-9,1,0.54125
-8,1,0.540416666667
-7,1,0.544583333333
-6,1,0.54
-5,1,0.539166666667
-4,1,0.541666666667
-3,1,0.544166666667
-2,1,0.54
-14,2,0.545
-13,2,0.545833333333
-12,2,0.5425
-11,2,0.54125
-10,2,0.539166666667
-9,2,0.540833333333
-8,2,0.5425
-7,2,0.537083333333
-6,2,0.541666666667
-5,2,0.540416666667
-4,2,0.544166666667
-3,2,0.538333333333
-2,2,0.54125
-14,3,0.540833333333
-13,3,0.540833333333
-12,3,0.540416666667
-11,3,0.5425
-10,3,0.540833333333
-9,3,0.540416666667
-8,3,0.5425
-7,3,0.53875
-6,3,0.5425
-5,3,0.54
-4,3,0.54625
-3,3,0.54375
-2,3,0.544583333333
-14,4,0.538333333333
-13,4,0.540833333333
-12,4,0.544583333333
-11,4,0.542916666667
-10,4,0.545416666667
-9,4,0.54125
-8,4,0.537916666667
-7,4,0.540416666667
-6,4,0.544166666667
-5,4,0.539166666667
-4,4,0.54375
-3,4,0.540833333333
-2,4,0.53625
-14,5,0.539166666667
-13,5,0.542083333333
-12,5,0.538333333333
-11,5,0.539166666667
-10,5,0.5375
-9,5,0.537916666667
-8,5,0.5425
-7,5,0.540833333333
-6,5,0.539583333333
-5,5,0.538333333333
-4,5,0.54125
-3,5,0.5425
-2,5,0.540833333333
-14,6,0.540833333333
-13,6,0.545416666667
-12,6,0.542083333333
-11,6,0.542916666667
-10,6,0.543333333333
-9,6,0.544166666667
-8,6,0.538333333333
-7,6,0.544583333333
-6,6,0.541666666667
-5,6,0.539583333333
-4,6,0.540416666667
-3,6,0.542083333333
-2,6,0.5425
-14,7,0.54
-13,7,0.544166666667
-12,7,0.536666666667
-11,7,0.540833333333
-10,7,0.537083333333
-9,7,0.538333333333
-8,7,0.540416666667
-7,7,0.54375
-6,7,0.5425
-5,7,0.542083333333
-4,7,0.540416666667
-3,7,0.540833333333
-2,7,0.544583333333
-14,8,0.544166666667
-13,8,0.53875
-12,8,0.544166666667
-11,8,0.544583333333
-10,8,0.538333333333
-9,8,0.54
-8,8,0.544583333333
-7,8,0.537916666667
-6,8,0.544166666667
-5,8,0.540416666667
-4,8,0.544166666667
-3,8,0.542083333333
-2,8,0.542916666667
-14,9,0.546666666667
-13,9,0.53875
-12,9,0.540833333333
-11,9,0.539166666667
-10,9,0.540416666667
-9,9,0.544166666667
-8,9,0.54125
-7,9,0.540833333333
-6,9,0.54375
-5,9,0.542083333333
-4,9,0.545
-3,9,0.539166666667
-2,9,0.54375
-14,10,0.5425
-13,10,0.542083333333
-12,10,0.539166666667
-11,10,0.54
-10,10,0.539583333333
-9,10,0.542083333333
-8,10,0.541666666667
-7,10,0.541666666667
-6,10,0.542083333333
-5,10,0.540833333333
-4,10,0.540833333333
-3,10,0.544583333333
-2,10,0.54125
-14,11,0.54
-13,11,0.542083333333
-12,11,0.546666666667
-11,11,0.53625
-10,11,0.543333333333
-9,11,0.545
-8,11,0.542916666667
-7,11,0.542083333333
-6,11,0.543333333333
-5,11,0.545
-4,11,0.542083333333
-3,11,0.539166666667
-2,11,0.5425
-14,12,0.537083333333
-13,12,0.540416666667
-12,12,0.542083333333
-11,12,0.54375
-10,12,0.542083333333
-9,12,0.540833333333
-8,12,0.54125
-7,12,0.544166666667
-6,12,0.542083333333
-5,12,0.54625
-4,12,0.540833333333
-3,12,0.5425
-2,12,0.544166666667
-14,13,0.545416666667
-13,13,0.54125
-12,13,0.544166666667
-11,13,0.542083333333
-10,13,0.540833333333
-9,13,0.5425
-8,13,0.540833333333
-7,13,0.542083333333
-6,13,0.539583333333
-5,13,0.544583333333
-4,13,0.543333333333
-3,13,0.538333333333
-2,13,0.5425
